10,12
41,23
40,17
0,41,49
49,11,20
13,12,29
41,10,11
8,20,38
40,49,20
17,12,29
0,41,32
0,10,47
17,42,12
8,20,13
17,11,20
32,41,45,38
16,1,42,38
48,42,35,14
48,2,42,29
10,42,46,47
32,8,29,39
49,45,38,14
32,11,45,47
10,28,29,23
25,42,28,14
0,10,28,38
42,31,38,47
28,29,38,23
40,49,29,41
17,13,20,28
8,17,13,38
8,32,13,47
41,10,45,29
16,42,18,31
0,49,42,14
41,42,18,12
48,42,10,31
42,13,45,31
32,11,45,38
42,18,14,31
32,41,45,17
0,42,28,14
8,17,42,14
38,8,29,14
32,49,20,45
40,28,29,38
40,10,29,38
48,1,42,16
41,42,2,29
10,28,42,23
10,20,29,47
17,45,29,14
38,32,45,14
32,41,40,29
42,2,29,38
41,42,20,17
32,49,40,10
49,20,14,17
25,42,29,45
18,41,42,2
39,13,29,47
8,41,42,17
42,28,12,29
49,10,20,47
8,49,13,47
8,29,13,47
49,42,35,38
32,42,14,31
41,28,14,17
8,49,10,14
41,42,12,29
38,20,13,14
38,8,32,14
8,41,29,17
32,17,8,41
8,42,18,46
17,10,20,28
29,13,38,23
40,49,42,1
32,11,28,14
18,42,12,28
42,28,38,23
32,49,3,42,28,14,47
32,17,49,38,41,28,29
48,32,18,3,42,13,46
32,48,18,41,42,29,47
49,18,17,42,3,10,45
32,1,48,49,10,42,14
32,3,41,42,28,29,14
49,13,29,42,10,45,47
32,18,3,41,42,29,25
32,17,49,29,11,13,14
32,1,18,10,20,42,13
49,13,38,42,29,14,47
49,18,3,20,38,42,13
32,18,42,8,10,13,14
49,18,38,8,42,28,13
32,48,18,29,42,13,46
32,48,18,3,42,10,45
32,1,48,18,42,13,47
48,49,18,17,20,42,28
32,18,3,42,20,10,28
32,18,42,38,23,10,29
48,32,18,41,42,13,14
32,49,18,35,42,10,29
32,16,18,29,8,42,13
48,17,18,49,42,41,10
32,29,18,41,42,28,45
32,49,38,42,11,28,13
32,49,18,38,40,42,29
32,18,3,35,29,42,13
32,18,3,25,42,29,14
32,18,10,25,42,29,14
32,49,18,42,10,13,46
32,49,18,3,0,42,28
48,16,18,29,3,42,13
32,1,18,49,8,42,13
48,17,18,10,41,42,28
17,18,49,42,10,14,47
48,49,3,42,25,10,29
32,48,18,10,25,42,13
1,18,42,41,10,28,29
1,18,13,42,20,10,29
32,1,49,42,28,29,14
16,18,29,3,42,28,13
18,10,38,41,42,29,14
32,18,29,42,28,45,14
49,18,1,42,25,10,29
1,18,49,20,38,42,29
32,18,10,20,42,13,14
32,16,18,3,8,42,28
49,18,3,29,42,13,31
48,49,18,3,20,38,42
32,17,18,42,41,10,14
32,18,3,20,41,42,29
32,1,18,38,25,42,29
32,48,18,3,10,8,42
32,1,18,42,28,29,47
32,1,18,29,25,42,13
48,18,29,8,42,28,13
32,17,18,10,25,42,29
32,17,18,38,42,28,45
49,18,3,20,42,28,13
48,49,18,20,42,29,47
17,18,3,20,29,42,13
0,32,18,3,42,10,28
49,18,13,39,42,28,29
32,18,3,20,42,29,47
32,48,18,41,42,29,46
32,18,29,39,42,11,45
32,49,18,3,20,42,14
16,49,18,3,8,42,29
32,29,18,39,42,11,13
48,49,18,3,42,20,10
32,1,18,3,49,8,42
0,49,18,3,42,28,29
32,3,38,42,10,45,18,29
3,8,42,10,13,49,18,29
32,3,39,42,49,18,28,29
32,39,42,13,17,18,49,29
32,1,3,38,42,13,17,18
32,1,3,42,13,47,49,18
32,42,11,13,48,17,18,49
32,42,45,47,49,18,28,29
32,41,42,47,49,18,28,29
32,1,41,42,13,49,18,29
3,8,42,13,48,49,18,29
32,1,38,42,13,48,18,28
3,38,41,42,10,49,28,29
32,38,42,10,14,47,49,18
32,1,10,42,47,49,18,29
32,3,10,42,13,18,20,29
32,42,45,47,17,18,49,29
32,1,3,42,49,18,17,28
32,38,42,10,13,49,18,20
32,3,10,42,49,18,20,29
32,38,42,10,11,13,18,29
32,1,42,10,13,14,48,18
3,38,42,13,14,48,49,18
3,10,42,13,49,18,25,29
32,1,42,13,17,18,28,29
32,38,42,16,49,18,28,29
32,1,3,42,47,49,18,29
32,42,13,14,47,18,28,29
32,10,42,47,17,18,49,28
32,10,42,14,49,18,20,29
32,38,10,42,49,18,20,28
38,42,10,13,45,49,18,28
32,41,10,42,13,14,18,29
32,3,41,42,14,17,18,29
32,42,46,48,49,18,28,29
32,38,10,13,47,49,28,29
3,38,42,13,14,49,18,17
32,42,13,49,18,25,28,29
38,42,10,13,14,17,18,49
32,3,42,11,47,49,18,29
32,3,41,42,13,14,18,29
32,42,47,48,17,49,18,28
32,1,41,42,49,18,28,29
32,10,42,45,13,14,18,29
32,3,42,13,49,18,20,29
1,3,42,10,13,17,18,49
32,3,8,42,13,17,18,29
32,39,42,17,18,49,28,29
32,38,42,45,49,18,17,29
32,3,8,42,10,13,49,18
32,42,13,47,49,18,25,29
32,42,45,48,49,18,17,29
32,1,3,38,10,42,49,28
32,3,38,42,47,17,18,49
32,10,42,48,49,18,25,29
32,3,38,41,10,42,17,18
32,3,42,10,14,47,48,18
38,10,42,49,18,20,28,29
32,1,38,41,42,49,18,29
32,1,3,42,17,18,28,29
32,3,39,42,17,18,49,29
32,1,38,42,10,13,17,18
32,3,38,42,46,49,18,29
38,42,13,45,49,17,18,29
32,41,42,10,13,17,49,18
32,3,42,11,13,48,18,29
3,38,42,13,48,17,18,29
32,3,41,42,10,13,14,18
32,38,8,42,48,49,18,29
32,3,41,42,11,17,18,29
32,3,42,11,48,18,28,29
32,38,8,42,10,18,28,29
32,1,3,38,42,10,48,29
32,10,42,49,18,20,28,29
32,10,42,48,49,18,20,29
32,42,10,14,47,18,28,29
32,3,42,14,47,48,49,18
3,38,42,10,13,45,18,29
32,41,42,14,48,49,18,29
32,42,13,45,47,49,18,28
32,38,42,13,49,18,25,29
32,3,42,17,49,18,20,29
32,3,42,49,18,25,28,29
1,3,42,13,48,49,28,29
32,38,42,45,48,49,18,29
3,38,42,10,47,48,49,18
32,38,42,46,48,49,18,29
32,8,42,13,48,49,18,29
3,42,48,49,18,25,28,29
32,42,13,48,49,18,20,29
32,38,42,14,17,18,28,29
32,38,42,13,49,18,20,29
32,38,42,14,17,18,49,28
32,3,38,10,42,46,18,29
32,1,38,42,47,49,18,29
32,42,11,13,14,17,18,29
32,38,42,10,49,18,20,29
32,38,42,14,47,49,18,29
1,3,38,42,10,18,28,29
32,38,41,42,13,48,49,18
32,3,38,8,42,13,18,29
32,3,42,11,47,17,18,29
42,10,13,45,48,18,28,29
32,3,42,47,48,17,18,29
32,38,42,10,13,14,47,18
32,1,3,38,42,17,18,29
38,41,42,10,13,49,18,28
32,3,42,11,13,47,18,29
32,3,42,47,49,18,25,29
32,42,13,49,18,20,28,29
32,38,42,11,49,18,28,29
3,38,10,42,45,49,18,29
32,38,42,13,16,49,18,29
32,41,42,11,13,17,18,29
32,42,11,13,48,18,28,29
38,42,13,48,17,18,28,29
32,42,10,45,17,18,28,29
32,3,38,42,13,47,18,28
3,38,8,42,10,49,18,29
32,3,42,13,46,49,18,29
32,1,42,10,13,47,18,29
32,42,13,17,18,49,20,29
32,3,42,11,13,14,18,29
32,38,42,10,14,48,17,18
32,42,47,48,49,18,25,29
32,42,13,48,49,18,20,28
32,42,17,18,49,25,28,29
32,38,8,10,42,49,18,29
10,42,48,49,18,20,28,29
32,3,42,48,49,25,28,29
32,1,3,41,42,10,18,29
32,1,41,10,42,49,18,29
32,42,10,11,13,18,28,29
38,10,42,13,45,18,28,29
1,3,38,42,13,48,18,29
32,3,38,8,10,42,18,29
32,3,42,13,16,49,18,29
32,3,38,42,10,47,48,49
42,10,13,48,49,18,20,29
32,3,10,42,49,18,25,29
32,3,41,42,13,14,49,18
32,3,38,42,49,18,20,29
32,3,42,48,18,25,28,29
32,42,13,14,47,49,18,28
32,3,42,17,18,20,28,29
32,1,42,13,14,48,49,18
32,42,11,13,14,49,18,29
32,38,42,10,49,18,25,29
32,3,8,42,10,13,18,29
32,42,13,14,49,18,20,29
3,38,8,42,10,13,18,29
38,42,10,13,48,17,18,28
38,41,42,13,48,49,18,29
32,38,42,10,13,48,17,18
1,3,38,42,13,49,18,28
32,1,3,38,10,42,18,28
1,3,38,10,42,48,49,29
32,10,42,48,18,25,28,29
1,3,38,10,42,49,28,29
32,38,41,42,17,18,49,28
32,42,47,49,18,25,28,29
1,3,38,42,13,17,18,29
32,3,8,10,42,49,18,28
3,38,42,13,14,48,18,29
3,38,42,13,48,17,18,28
3,42,13,49,18,25,28,29
3,38,41,42,13,49,18,28
32,1,41,10,42,13,18,29
32,3,38,41,42,10,48,18
32,42,47,48,49,18,17,29
32,1,3,41,42,13,49,18
32,8,42,10,13,49,18,29
32,1,42,13,47,49,18,29
32,41,42,10,48,17,18,29
32,38,42,47,17,18,49,29
32,3,38,42,14,48,49,28
3,42,10,11,13,49,18,17
32,38,41,42,13,48,18,29
32,3,38,42,10,11,18,29
32,3,42,10,45,13,18,28
32,3,42,11,13,14,17,18
32,3,41,42,47,49,18,29
3,42,47,48,17,18,49,29
32,38,10,42,46,49,18,29
32,3,38,42,14,17,18,28
32,41,10,42,14,18,28,29
42,45,13,47,49,18,28,29
32,3,42,10,11,18,28,29
32,1,42,10,17,18,28,29
32,38,42,10,14,17,18,28
32,39,42,11,17,18,49,29
32,38,41,42,13,17,18,29
3,38,41,10,42,13,49,18
32,42,11,13,48,17,18,29
32,3,38,42,13,48,17,18
32,1,42,48,17,18,49,29
32,3,42,11,48,17,18,28
38,10,42,13,48,17,18,49
32,3,41,42,11,13,18,29
1,3,38,42,13,14,49,18
3,38,41,10,42,17,18,29
1,38,10,42,13,14,49,18
32,3,42,10,48,18,20,29
3,42,10,13,45,18,28,29
32,1,42,13,49,18,20,29
32,3,38,41,42,10,49,28
32,42,11,13,48,49,18,29
3,38,42,10,13,48,17,18
32,41,42,11,13,49,18,29
3,38,41,42,48,18,28,29
32,8,42,13,17,18,28,29
32,3,38,41,42,48,18,28
32,1,42,49,18,17,28,29
3,8,42,10,49,18,28,29
32,3,39,42,13,49,18,29
32,3,42,48,49,18,25,29
32,1,38,10,42,17,18,29
32,3,39,42,11,17,18,29
3,42,10,45,48,49,18,29
32,3,38,42,11,18,28,29
32,3,42,17,18,25,28,29
3,38,42,45,17,18,49,29
32,41,10,42,14,48,18,29
32,1,3,42,10,17,18,49
32,3,38,42,45,17,18,29
38,42,10,45,48,49,18,29
32,41,42,13,47,49,18,29
42,10,13,14,47,48,18,29
3,41,10,42,17,18,49,28
32,41,42,10,47,49,18,29
32,38,41,10,42,17,18,29
32,42,11,47,49,18,17,29
32,3,8,42,10,49,18,29
32,38,8,42,13,49,18,29
41,42,10,13,17,49,18,29
32,3,42,13,18,25,28,29
32,42,13,47,48,17,49,18
32,41,42,14,49,18,28,29
32,42,14,47,49,18,28,29
1,38,42,13,17,49,18,29
32,38,42,10,48,49,18,20
32,3,38,42,49,18,25,29
32,42,45,13,14,49,18,29
1,3,38,42,13,48,49,18
32,38,42,11,17,18,28,29
32,3,42,11,13,48,49,18
3,38,42,13,48,49,18,17
32,1,38,42,49,18,17,29
32,3,42,16,17,18,28,29
32,1,42,13,14,48,18,29
32,3,38,42,10,18,25,29
42,13,48,49,18,20,28,29
32,42,10,47,17,18,28,29
32,3,38,42,14,48,28,29
32,3,41,42,14,48,18,29
32,3,42,17,18,49,25,29
32,3,38,41,42,48,28,29
32,42,17,18,49,20,28,29
32,3,38,42,10,49,18,20
32,42,48,49,18,25,28,29
32,41,42,11,17,18,49,29
32,41,42,10,13,14,49,18
32,1,3,41,42,49,18,29
32,3,42,11,13,48,17,18
32,3,38,41,10,42,48,29
32,1,38,42,13,49,18,17
32,1,38,41,42,13,18,29
32,42,13,16,49,18,28,29
32,3,10,42,48,18,25,29
3,41,42,13,14,49,18,29
1,3,38,42,13,14,18,29
32,38,42,13,14,47,49,18
32,38,42,45,13,17,18,29
32,3,38,8,42,13,49,18
32,38,42,48,49,18,20,28
32,3,42,47,48,17,18,49
32,1,3,38,42,13,48,18
32,3,42,13,49,18,25,29
32,10,42,11,13,14,18,29
32,3,42,47,48,17,18,28
32,1,41,42,48,49,18,29
32,1,42,13,49,18,17,28
32,10,42,45,13,47,18,29
32,42,10,11,17,18,28,29
32,3,10,42,45,17,18,29
3,38,41,42,13,18,28,29
32,3,42,17,49,18,20,28
3,42,45,13,17,18,49,28
3,38,42,13,14,18,28,29
38,42,45,48,49,18,28,29
32,10,42,47,49,18,25,29
32,1,3,38,42,10,48,49
32,38,42,10,11,17,18,29
32,3,42,45,48,17,18,29
32,42,11,13,47,49,18,29
38,42,10,13,48,17,18,29
42,10,45,13,17,49,18,29
3,10,42,13,49,18,20,29
32,3,39,42,17,18,28,29
32,3,10,42,46,49,18,29
3,38,8,42,13,49,18,29
32,8,42,13,17,18,49,29
32,41,42,13,14,49,18,29
32,3,38,42,45,49,18,28
32,10,42,45,47,49,18,29
3,38,42,45,49,18,28,29
32,38,10,42,18,25,28,29
32,38,42,45,47,49,18,29
32,3,42,16,49,18,28,29
32,1,3,41,42,13,18,29
32,42,10,45,13,48,18,28
32,38,42,10,45,13,18,28
1,42,10,13,47,49,18,29
32,1,3,38,42,13,18,28
32,3,39,42,13,17,18,29
32,10,42,45,13,17,18,29
32,3,8,42,13,48,18,29
32,42,10,48,49,18,20,28
3,38,41,42,10,48,18,29
32,42,10,13,16,49,18,29
32,38,42,48,49,18,20,29
38,42,45,13,48,49,18,29
32,3,10,42,18,25,28,29
32,3,42,11,14,17,18,29
32,3,42,48,49,18,25,28
32,42,10,14,47,49,18,28
32,42,13,48,49,18,16,29
38,41,42,17,18,49,28,29
3,42,10,13,47,17,18,29
32,42,11,48,49,18,28,29
32,38,8,42,13,18,28,29
32,38,41,42,10,13,48,18
32,3,42,46,49,18,28,29
32,3,42,46,48,49,18,29
32,1,10,42,13,47,49,18
1,3,38,42,13,18,28,29
32,1,38,42,13,17,18,29
32,8,10,42,13,18,28,29
38,10,42,48,49,18,20,29
32,42,10,46,48,49,18,29
32,38,42,48,49,18,25,29
3,38,10,42,49,18,25,29
32,3,38,42,45,18,28,29
32,3,10,42,13,18,25,29
3,38,41,42,10,49,18,28
32,42,11,48,17,18,28,29
32,1,3,38,42,10,28,29
32,38,42,11,13,18,28,29
32,38,42,13,45,49,18,17
8,10,42,13,49,18,28,29
32,42,45,48,17,18,28,29
3,38,10,42,49,18,20,29
38,41,42,10,13,48,18,29
32,3,41,42,11,49,18,29
32,42,13,48,49,18,25,29
32,8,42,10,49,18,28,29
32,3,38,42,18,25,28,29
32,38,42,49,18,25,28,29
32,38,42,49,18,20,28,29
32,1,38,10,42,14,49,18
32,1,3,38,42,14,18,29
32,3,38,41,42,13,18,28
32,3,42,10,47,17,18,28
32,42,10,13,14,47,18,28
38,42,48,49,18,20,28,29
32,1,3,38,42,10,48,18
32,1,3,38,42,13,14,18
32,3,8,10,42,18,28,29
32,1,38,41,10,42,18,29
32,42,10,13,49,18,20,29
32,38,8,42,10,13,18,29
32,42,10,45,49,17,18,29
32,3,39,42,45,17,18,29
32,42,16,48,18,49,28,29
3,41,42,10,13,17,49,18
38,10,42,13,49,18,20,29
38,10,42,13,45,49,28,29
32,42,45,13,47,18,28,29
32,38,42,46,49,18,28,29
32,10,42,13,49,18,25,29
32,10,42,17,18,49,20,29
38,42,10,13,47,49,28,29
32,10,42,49,18,25,28,29
32,3,38,42,10,47,48,18
32,42,10,48,18,20,28,29
32,42,47,48,17,18,28,29
32,3,42,10,46,48,18,29
32,1,42,47,48,49,18,29
38,10,42,48,17,18,49,28,29
32,41,42,10,17,49,18,28,29
32,3,38,42,10,14,17,18,29
32,3,38,10,42,47,49,18,28
32,3,42,10,11,13,17,18,29
32,42,11,13,45,17,18,49,29
32,3,42,13,45,47,49,18,29
32,3,38,42,48,17,18,28,29
32,1,3,10,42,48,49,18,28
32,38,10,42,14,48,18,28,29
32,3,41,10,42,13,17,18,29
38,42,10,13,14,48,49,18,29
32,38,42,10,14,48,49,18,28
32,42,14,48,49,18,17,28,29
32,3,42,14,48,17,18,28,29
32,10,42,13,14,48,17,18,28
32,1,3,38,42,48,49,18,29
32,3,38,42,10,14,48,18,28
32,3,42,13,45,17,18,28,29
32,3,41,42,48,17,49,18,28
32,3,38,41,10,42,49,18,29
32,1,3,42,13,48,18,28,29
32,3,38,10,42,13,17,18,28
32,3,42,11,45,17,18,28,29
32,42,11,10,13,17,18,49,29
32,3,41,42,48,17,49,18,29
32,38,42,10,14,17,18,49,29
32,38,10,42,13,47,18,28,29
32,3,8,42,48,49,18,28,29
32,38,10,42,48,17,18,49,29
32,3,42,45,48,49,18,28,29
32,3,38,42,47,48,49,18,29
32,3,38,8,42,49,18,28,29
32,38,42,10,13,14,48,18,29
32,3,38,42,14,17,18,49,29
32,38,42,13,48,49,18,17,29
32,3,10,42,47,17,18,49,29
32,3,42,13,14,48,17,18,49
32,1,38,10,42,48,18,28,29
32,1,3,42,13,17,18,49,29
32,3,42,47,49,17,18,28,29
32,38,41,42,48,49,18,28,29
32,3,42,10,47,48,49,28,29
32,3,38,41,42,13,49,18,29
32,38,10,42,47,48,49,18,28
38,10,42,13,47,48,49,18,29
32,38,41,42,10,48,49,18,28
32,1,3,42,13,48,49,18,28
32,38,42,10,47,48,49,18,29
32,38,10,42,47,49,18,28,29
32,38,41,10,42,48,18,28,29
32,3,42,10,13,47,48,18,28
32,3,41,42,10,17,18,49,29
32,3,42,11,45,13,17,18,29
32,38,42,13,47,49,18,28,29
32,38,42,47,48,49,18,28,29
32,3,42,11,48,49,18,17,29
32,3,10,42,45,13,49,18,29
3,38,10,42,13,17,18,28,29
32,3,10,42,11,13,49,18,29
32,10,42,13,45,49,18,28,29
32,3,42,45,17,18,49,28,29
32,41,42,13,49,18,17,28,29
32,38,42,10,13,14,48,49,18
32,38,42,10,13,14,17,18,29
32,3,42,11,45,17,49,18,29
32,1,38,42,10,13,14,18,29
32,3,42,48,49,18,20,28,29
32,38,41,10,42,49,18,28,29
32,42,10,13,14,48,49,17,18
32,3,42,13,47,49,17,18,29
32,3,42,10,13,47,17,18,49
32,3,38,42,48,49,18,17,28
32,1,38,42,13,14,49,18,29
32,1,3,38,42,49,18,28,29
32,3,41,42,10,14,49,18,29
32,38,42,10,13,45,49,18,29
32,41,42,48,49,18,17,28,29
32,3,38,41,10,42,18,28,29
32,3,38,42,13,14,49,18,28
32,3,41,42,10,13,48,49,18
3,41,42,13,17,18,49,28,29
32,3,42,13,45,49,18,17,29
32,1,42,10,13,14,49,18,29
32,42,10,14,47,48,49,18,29
32,42,13,45,48,49,18,28,29
32,3,42,10,14,48,17,18,28
3,41,42,10,13,48,49,18,29
32,10,42,45,13,48,49,18,29
32,3,38,42,48,49,18,17,29
32,38,42,10,13,47,49,18,28
32,42,13,14,48,49,18,17,29
32,3,38,10,42,13,14,18,28
32,42,13,47,17,18,49,28,29
32,3,38,41,42,48,49,18,29
32,3,42,13,47,17,18,28,29
32,3,41,42,10,17,18,28,29
32,10,42,13,14,48,17,18,29
32,38,42,13,45,49,18,28,29
32,38,41,42,13,49,18,28,29
32,38,42,13,14,48,49,18,29
32,38,10,42,13,14,48,18,28
32,1,38,10,42,48,49,28,29
32,1,3,10,42,48,49,28,29
32,3,38,41,42,17,18,28,29
32,38,41,42,10,13,49,18,29
32,38,10,42,48,49,18,17,28
32,10,42,13,47,17,18,49,29
32,3,10,42,11,49,18,17,29
32,3,42,45,13,49,18,28,29
32,3,41,42,10,13,48,18,29
32,3,8,42,13,49,18,28,29
32,3,42,45,13,48,49,18,29
32,3,42,13,14,48,17,18,28
32,3,10,42,45,49,18,28,29
32,3,41,42,13,17,18,49,29
32,3,41,42,17,18,49,28,29
32,38,42,13,47,48,49,18,29
32,3,42,10,13,14,48,17,18
32,1,38,42,48,49,18,28,29
32,38,42,13,14,17,18,49,29
32,3,42,13,47,49,18,17,28
32,1,3,42,13,14,49,18,29
32,3,38,42,10,13,14,17,18
32,38,10,42,45,49,18,28,29
38,41,42,10,48,49,18,28,29
32,3,42,13,14,48,17,18,29
32,1,38,10,42,48,49,18,28
32,38,42,10,13,47,48,49,18
32,3,41,42,13,17,18,28,29
32,3,38,10,42,14,17,18,49
32,38,41,10,42,48,49,18,29
1,3,42,10,13,14,49,18,29
32,42,13,45,17,49,18,28,29
32,42,10,14,48,49,17,18,28
32,38,42,14,48,49,18,28,29
32,38,42,13,48,49,18,17,28
32,38,10,42,48,17,18,28,29
32,1,3,10,42,13,14,18,29
32,10,42,14,48,17,18,28,29
32,3,42,14,48,49,18,17,28
32,3,38,42,13,14,17,18,29
32,1,3,10,42,13,14,49,18
32,38,42,48,49,18,17,28,29
32,3,41,42,48,17,18,28,29
32,10,42,45,48,49,18,28,29
32,3,38,42,13,45,49,18,29
32,38,10,42,14,48,49,28,29
3,38,10,42,13,17,49,18,28
32,42,13,14,47,48,49,18,29
32,38,41,42,10,13,18,28,29
32,3,38,42,10,48,17,18,28
32,1,3,42,48,49,18,28,29
32,3,42,10,47,48,49,18,28
32,42,10,13,14,47,48,49,18
32,3,38,41,42,10,13,18,29
32,1,3,10,42,13,17,18,29
32,1,10,42,13,17,18,49,29
32,3,38,41,42,17,18,49,29
32,3,38,10,42,48,17,18,49
32,38,10,42,13,47,48,18,29
32,3,41,42,13,49,18,17,28
32,3,38,42,47,49,18,28,29
3,38,42,48,49,18,17,28,29
32,3,42,10,47,48,18,28,29
32,3,38,41,42,49,18,28,29
32,1,3,42,10,14,49,18,29
32,3,38,10,42,48,17,18,29
32,3,38,10,42,13,14,48,18
32,3,8,42,49,18,17,28,29
32,3,41,42,13,48,49,18,28,29
32,3,38,10,42,49,18,17,28,29
32,3,38,42,10,13,49,18,28,29
32,1,3,38,10,42,13,49,18,29
32,3,42,11,13,49,18,17,28,29
32,38,10,42,13,14,49,18,28,29
32,3,42,10,13,14,47,49,18,29
32,1,38,42,10,13,48,49,18,29
32,3,42,13,14,17,18,49,28,29
32,10,42,13,14,49,18,17,28,29
32,1,3,10,42,13,48,49,18,29
32,1,10,42,13,48,49,18,28,29
32,3,42,10,14,48,49,18,28,29
32,3,38,42,10,13,48,49,18,29
32,3,38,42,13,48,49,18,28,29
32,3,42,10,13,48,49,18,17,29
32,3,38,42,13,49,18,17,28,29
32,3,10,42,13,14,17,18,28,29
32,3,10,42,13,14,48,49,18,28
32,3,38,42,10,14,49,18,28,29
32,3,42,10,13,48,49,18,28,29
32,3,38,42,10,48,49,18,28,29
32,3,10,42,13,48,17,18,49,28
32,3,42,10,14,49,17,18,28,29
32,3,41,10,42,13,49,18,28,29
32,3,42,10,13,14,49,18,17,29
32,3,41,10,42,48,49,18,28,29
32,42,10,13,14,48,49,18,28,29
32,3,10,42,48,17,18,49,28,29
32,3,38,42,10,13,48,18,28,29
32,1,38,42,10,13,49,18,28,29
32,3,42,10,13,14,49,18,28,29
32,3,42,10,13,48,17,18,28,29
32,3,38,10,42,13,47,49,18,29
3,38,42,10,13,48,49,18,28,29
32,3,38,10,42,13,17,18,49,29
32,3,42,13,48,49,18,17,28,29
32,3,42,13,47,48,49,18,28,29
32,3,42,10,13,14,48,49,18,29
32,3,42,10,13,47,48,49,18,29
32,38,42,10,13,17,18,49,28,29
32,38,10,42,13,48,49,18,28,29
32,3,38,42,10,14,48,49,18,29
32,3,38,42,10,13,14,49,18,29
32,3,42,13,14,48,49,18,28,29
32,3,42,10,13,14,48,18,28,29
32,3,10,42,13,49,18,17,28,29
32,3,38,42,11,13,49,17,18,29
32,3,38,42,10,13,48,49,18,28
32,3,42,10,13,47,49,18,28,29
32,41,10,42,13,48,49,18,28,29
32,3,10,42,14,48,17,49,18,29
32,10,42,13,48,17,49,18,28,29
32,42,10,13,47,48,49,18,28,29
32,1,3,10,42,13,49,18,28,29
